BCU_name,rcp,year,cap_km3_year
88|RCPA,2p6,2060,0.15044965141785424
88|RCPA,2p6,2065,0.1618821561068078
88|RCPA,2p6,2070,0.19126052722048417
88|RCPA,2p6,2075,0.1964423276310535
88|RCPA,2p6,2080,0.20720401871246721
88|RCPA,2p6,2085,0.24327610549490217
88|RCPA,2p6,2090,0.23299020267561538
88|RCPA,2p6,2095,0.20693105059070563
88|RCPA,2p6,2100,0.19072547934715064
88|RCPA,7p0,2025,0.07228435718383383
88|RCPA,7p0,2030,0.07131919725278707
88|RCPA,7p0,2035,0.06968418194995349
88|RCPA,7p0,2040,0.0720896222472558
88|RCPA,7p0,2045,0.07245514058340499
88|RCPA,7p0,2050,0.07588661284368226
88|RCPA,7p0,2055,0.07759134737043591
88|RCPA,7p0,2060,0.077661594474189
88|RCPA,7p0,2065,0.07832352981930533
88|RCPA,7p0,2070,0.07906309169113064
88|RCPA,7p0,2075,0.07936006248109997
88|RCPA,7p0,2080,0.07802967584089282
88|RCPA,7p0,2085,0.07893515623653259
88|RCPA,7p0,2090,0.08093365767190404
88|RCPA,7p0,2095,0.0857817980043585
88|RCPA,7p0,2100,0.09468269033752982
88|RCPA,no_climate,2025,0.0720628508995653
88|RCPA,no_climate,2030,0.07219100517160501
88|RCPA,no_climate,2035,0.07360788879547572
88|RCPA,no_climate,2040,0.08531073454639432
88|RCPA,no_climate,2045,0.10393701411414477
88|RCPA,no_climate,2050,0.1097038906820634
88|RCPA,no_climate,2055,0.11183270861551087
88|RCPA,no_climate,2060,0.11405562294602162
88|RCPA,no_climate,2065,0.12010284296305657
88|RCPA,no_climate,2070,0.1351618094558074
88|RCPA,no_climate,2075,0.13790119505607673
88|RCPA,no_climate,2080,0.14261684727668
88|RCPA,no_climate,2085,0.1611056308657174
88|RCPA,no_climate,2090,0.1569619301737597
88|RCPA,no_climate,2095,0.14635642429753207
88|RCPA,no_climate,2100,0.14270408484234023
8|AFR,2p6,2025,0.027888899643933537
8|AFR,2p6,2030,0.0395575617672808
8|AFR,2p6,2035,0.05556774106750259
8|AFR,2p6,2040,0.08002671835375748
8|AFR,2p6,2045,0.1154558490326397
8|AFR,2p6,2050,0.15777493671837878
8|AFR,2p6,2055,0.2116997776972847
8|AFR,2p6,2060,0.27770655173091846
8|AFR,2p6,2065,0.35733580645501895
8|AFR,2p6,2070,0.4535364747053135
8|AFR,2p6,2075,0.585095177702971
8|AFR,2p6,2080,0.670875134044811
8|AFR,2p6,2085,0.7708806335507604
8|AFR,2p6,2090,0.9148681845676424
8|AFR,2p6,2095,1.0643728189600077
8|AFR,2p6,2100,1.2121877978775957
8|AFR,7p0,2025,0.02681098194674974
8|AFR,7p0,2030,0.036105034131996915
